case_id,dice,iou,precision,recall,hd95
851,0.8430432100374126,0.72867303027339,0.8640573515005019,0.8230269408251202,1.5598659438218763
852,0.8525686403903112,0.743023653005546,0.9109680948350973,0.8012057249383004,0.9800348423583358
853,0.8383434482851375,0.7216792666021269,0.8945005125538334,0.7888209829385295,11.594178897445612
854,0.7417571458525802,0.5895182662135537,0.7422240417582783,0.7412908369791122,10.818593683992223
855,0.773764301287924,0.6310078087765787,0.9209695542831697,0.6671317829456848,19.207566836301893
856,0.8414334454703288,0.726271134084235,0.8561094320842764,0.8272521492322781,2.8997939407286673
857,0.8095885654765056,0.6800913885715261,0.8515928752405594,0.771533153646193,3.749882505483557
858,0.7583936324167415,0.6108164811468607,0.8846841016838225,0.6636554555335581,14.417978679818862
859,0.8627852755045318,0.7586828212124244,0.9117877702328582,0.8187812587523852,0.6168938433118097
860,0.7644171510033659,0.6186692795421348,0.88983976879312,0.6699832377319676,16.713908469538925
861,0.6338906765105875,0.46401167579433494,0.905325777439199,0.4876756017920134,32.4603334066698
862,0.7661147250147518,0.620896237718625,0.8864787190364537,0.6745287930854439,10.172010007744598
863,0.8233766522023359,0.6997792910904624,0.9306339529865119,0.7382876248854896,1.8303126100446014
864,0.8330154160682233,0.7138186978114548,0.8111596234231272,0.8560815808247847,5.136683103488482
865,0.7240134652552431,0.5674146595912721,0.7581728256060748,0.6927994904894617,31.854849635691266
866,0.719002193982596,0.5612829238310401,0.9083884272455985,0.5949611479238694,33.65193974536662
867,0.7669445913656202,0.6219871272573375,0.8824990213348451,0.6781478992070298,6.844550656379434
868,0.7005100904587951,0.5390654327636262,0.662786964199578,0.7427864612614995,41.00044722983071
869,0.6726140950971976,0.5067208357515666,0.8832908421349922,0.5430817844790784,6.152505268217123
870,0.7625558140996942,0.6162345120599477,0.7884695416947421,0.7382912394358437,5.681477806299745
871,0.8216775461055508,0.6973282596710614,0.866038775612372,0.7816395122759362,5.344512554550926
872,0.8319728255463709,0.7122889293526452,0.9067320359529564,0.7686022842925523,2.0700987507581914
873,0.8894229156181476,0.8008655393004085,0.9251258517347974,0.8563733130889868,0.7699970829896046
874,0.7768442676920134,0.6351147668058401,0.791966491246806,0.7622887269343099,11.313084708221075
875,0.7548238137688689,0.6061984015720306,0.7945580902272729,0.7188743321586394,11.348279660139024
876,0.7795602229509953,0.6387535359065025,0.9240202225535695,0.6741626056974908,4.40625
877,0.8006633152457592,0.6675884473673256,0.8220205863699866,0.7803877254243787,6.329867863699435
878,0.792213167874267,0.6559213487035236,0.8488155395476429,0.7426878121055227,3.528839098528124
879,0.8649681528661999,0.7620650953983634,0.9111573210955614,0.8232359691987984,0.75390625
880,0.6347646295138112,0.46494886027437027,0.8273709543982484,0.5148995257113526,51.56108331345075
881,0.7816935956069281,0.6416231522613945,0.857063538883199,0.7185081747831967,4.079795591721421
882,0.826046919850621,0.7036456003382273,0.9373153091377335,0.7383925815412633,4.417649261768073
883,0.727278879339473,0.5714361673844339,0.8878394007819453,0.6158974554901223,21.560764176305895
884,0.8497442595199777,0.7387437676819281,0.8699484574585987,0.8304572292420163,1.1478610505871685
885,0.8119162248619574,0.683382975049568,0.9161735557515421,0.72896281800383,1.4921875
886,0.6968999603995645,0.5348015802480155,0.7659792883128627,0.6392496590293378,16.074591855614518
887,0.7175928958424622,0.5595671557932271,0.9435961166958764,0.578931475204353,33.61312690624065
888,0.8394981972464718,0.7233924111574755,0.8953964765911402,0.7901691071339233,4.352461826391509
889,0.7559084417254042,0.6075987226967102,0.8875040154190957,0.6582985455861823,16.54085410065101
890,0.8830610838635944,0.7906082159964343,0.8879094518903912,0.8782653766412257,0.5
891,0.8570412658277293,0.7498444521257346,0.8475814644056098,0.8667146110510653,1.3126293300306224
892,0.7182763018227918,0.5603987059334877,0.8030513886635189,0.6496908996718598,11.466568955916177
893,0.8412823147755928,0.7260459778109479,0.9443803578293927,0.758479117844682,1.2860108290908994
894,0.6997370797791992,0.5381504531870948,0.8784974197709161,0.5814260651461498,22.4017822408106
895,0.7879011402884223,0.6500304277787256,0.7575047139113987,0.8208389838169405,2.7470056340547995
896,0.6504577173850266,0.4819839480128414,0.8748129566057401,0.5176904144908367,25.75510738488338
897,0.8287997223644945,0.707649868421931,0.868341543229574,0.79270229900494,2.2418037304993157
898,0.8523070407290588,0.7426263565043365,0.8798192917401364,0.8264632513993043,0.773015687534107
899,0.8606870648186317,0.7554439506838552,0.8989023089362721,0.8255886225967,2.7830489266495118
900,0.8332726959385311,0.7141966190710065,0.8401664269371419,0.8264911730909066,3.1843348950664785
901,0.7573228211500124,0.6094284453270984,0.8483494822531458,0.6839373426341805,7.316793632129841
902,0.6938316777717862,0.5311962217765069,0.8567180375420386,0.5829889660460541,7.139359808031308
903,0.8769639374591297,0.780886711220117,0.8549063357039135,0.900189909352458,0.5927501089416944
904,0.7068148565220042,0.5465689581161128,0.7707187575662576,0.6526967156090474,8.717668085877575
905,0.7153276705650814,0.5568172164801967,0.8828758717709475,0.6012291197422924,11.806210616162996
906,0.8326556393351654,0.7132904971254114,0.8779391360650377,0.7918143973837446,3.409060377504438
907,0.8296968270608772,0.7089588802678881,0.8804489973844013,0.784476829337305,3.0033963369633327
908,0.8211008278662516,0.6964979255860367,0.8649868874375621,0.7814529541293906,4.186685966965558
909,0.6565133880717663,0.48866388562630203,0.7718427348676742,0.5711688852700602,13.20940444325578
910,0.7683322388712729,0.6238145245980593,0.8318198955134559,0.713848599979597,20.061578948597088
911,0.8440237176426799,0.7301393034825144,0.9170770115228689,0.7817503861928534,1.3098291742896524
912,0.8353985505316579,0.7173257004900946,0.8299668821617769,0.8409017816941274,2.8703848242538212
913,0.824332107571617,0.7011606873680377,0.9174443115838171,0.7483785332890134,2.9561803442589905
914,0.7742620933094462,0.6316701874709291,0.7686925045534355,0.7799129804205034,4.733820999446154
915,0.8455546058713445,0.7324336085290084,0.861302611192388,0.8303721315855621,1.3234119038994672
916,0.7911390210925772,0.6544499614898764,0.8049279451777885,0.777814566311798,6.928220849585051
917,0.8178224908221322,0.6917933089345252,0.8985324132567969,0.7504169187856409,8.030680905827976
918,0.8229840482736628,0.6992123148939372,0.8027532891676259,0.8442608695651257,2.922255348306623
919,0.8440288538605074,0.7301469908476914,0.8879858657243104,0.8042184886172954,1.9847488651870615
920,0.7823765020026209,0.6425438596490564,0.8284673966682011,0.7411437639449785,9.755859375
921,0.8397132985450919,0.7237119045595867,0.8589447742801771,0.8213241358625498,0.9800348423583358
922,0.7487002058985974,0.5983379917650049,0.8657939942158199,0.6595057475070959,10.146299929364943
923,0.8561452678897951,0.7484737736848472,0.9135339924899057,0.805540740740681,3.1685815042984653
924,0.7339789492003258,0.5797525631479133,0.7484453449078484,0.72006117948348,20.08710382940206
925,0.8220181338050536,0.6978190050244937,0.8748580922053337,0.7751975072377478,5.344357104699201
926,0.8149103381224468,0.6876360197348897,0.8950139407959757,0.7479673789102241,5.491095530670826
927,0.7388417070137352,0.5858437526222429,0.8415121061908302,0.6585000648454132,7.490990122401445
928,0.8077715567925171,0.6775308552607154,0.9178250104188524,0.721284629907841,6.054491239258652
929,0.8277283327206602,0.7060891735459998,0.8732945948350385,0.7866813277437076,5.183174260060745
930,0.4379042469456731,0.28033124479690175,0.47810491705271774,0.4039396426541796,57.93534310654471
931,0.6551160509969606,0.48711716091384477,0.8054368080672273,0.5520799418967287,34.12852541175066
932,0.8222251140766267,0.6981173770164097,0.83804552455923,0.8069909440740289,3.5593660188717355
933,0.7926985329497234,0.6565870700766013,0.8140415063394085,0.7724461292896276,22.175915933700942
934,0.8671432307557811,0.7654482493266053,0.8973468411983061,0.8389066466504593,0.671875
935,0.8684710482116319,0.7675199532800498,0.9077879468139173,0.8324184524436997,0.6297185166058323
936,0.8342794522711379,0.715677058190781,0.8968521820342061,0.7798685837685468,7.355337758243203
937,0.7707512069805127,0.6270099359522365,0.8358952804130136,0.7150268115792416,8.772453925554501
938,0.8086949780008523,0.6788311667181329,0.9303201926506277,0.7151942130343245,11.926573861025638
939,0.6515422910942552,0.4831759177846023,0.9087288180798185,0.5078201077127419,25.8417055983229
940,0.8211525141985855,0.6965723081984118,0.827283511269161,0.815111722241208,4.413610492620118
941,0.46109141055946723,0.29962235166098866,0.4622467998962559,0.4599417826305334,56.725237140570016
942,0.7596584874690859,0.6124591330648964,0.87692258701384,0.6700569370771485,10.751757988124783
943,0.7840871493866467,0.6448547270399544,0.7147468835171893,0.8683267743247567,24.59974986203658
944,0.855121555018143,0.746910345605899,0.9040514431801776,0.8112161807196558,0.7288689868556626
945,0.7989406550642557,0.6651966519664342,0.8231166971599996,0.7761442565893913,5.64947103539228
946,0.6519035340512235,0.4835733573356863,0.7401135019390055,0.5824809088337204,14.793938391695587
947,0.8016530974328543,0.6689658025697915,0.8859882583169562,0.7319778308078865,11.331483346102093
948,0.7214731276862462,0.564300323528276,0.9247617190355503,0.5914547637236252,52.025716026193926
949,0.8066523723804405,0.6759575782536372,0.9132376262414221,0.7223463133918641,5.0281514605725315
950,0.754560721812372,0.6058591013047333,0.7827327070878254,0.728346206414175,25.304936676767014
951,0.8316654112414064,0.7118383888001527,0.858988893087569,0.8060266010331152,2.40625
952,0.8585799338706971,0.7522032942545406,0.8534544141168305,0.8637673893970774,0.6916213913159289
953,0.769413405833181,0.6252411731773496,0.8799161327290149,0.6835686355841405,9.924781577832118
954,0.7632684164494261,0.6171657832640882,0.7693576684384885,0.7572747970272987,17.967027652284266
955,0.7970912264116352,0.6626364724515673,0.838563581559677,0.7595277030959311,3.7263009481392557
956,0.8220158288460347,0.6978156829058066,0.7763669875075914,0.8733681462139875,4.885194731377303
957,0.758411022192857,0.610839042347444,0.8695080540657313,0.6724873259836959,4.234679489167576
958,0.7577257491154854,0.6099504586656089,0.7460608128916717,0.7697612504293396,12.798864929184072
959,0.7740438589925458,0.6313797313796721,0.8829563664064829,0.6890497032564203,18.20757054084921
960,0.8288222233696065,0.7076826762835433,0.9052243351152799,0.764313195185056,4.986015599905399
961,0.861180537421764,0.7562046186601784,0.9116361721731063,0.8160170609858592,0.6146140225609205
962,0.7517468935813878,0.6022391530338265,0.9106863992221866,0.6400421572902573,7.087016242460051
963,0.8482042963527854,0.7364190486792987,0.8649776063290159,0.8320691346842753,3.361118733491127
964,0.8294505010461037,0.7085992534167688,0.911522673585475,0.7609368559720721,1.2689962815154345
965,0.826590335803207,0.7044345730431781,0.9255695923207453,0.7467353860121642,1.7294588263474935
966,0.8454768044693269,0.7323168627034004,0.8431152276582418,0.8478516480560049,1.2908796968911174
967,0.8264084241862736,0.7041703785350296,0.9208328397108438,0.7495479712951125,1.8856246018654286
968,0.7873214038007499,0.6492416096633972,0.9226392704454179,0.6866191645596353,12.806286284085138
969,0.8157250101901985,0.6887969578089348,0.8535462285088902,0.7811133426806032,3.2708773923850503
970,0.7608209318159039,0.6139717425430835,0.9494603959301385,0.6347152552374395,17.37368045931248
971,0.7174284913903146,0.5593672450809477,0.8194877520729811,0.6379748982360247,7.292177943351365
972,0.7636337708352339,0.6176436664329719,0.779980056245781,0.7479585697093919,6.827031614067061
973,0.849869494829317,0.7389330958604508,0.918112948272857,0.791069218172112,3.0
974,0.8219127547726407,0.6976671363707189,0.8844121368496238,0.7676637164329754,2.6749827731994955
975,0.8080271836897538,0.6778906134713737,0.9466998894654115,0.7047895338781622,9.216939250463167
