case_id,dice,iou,precision,recall,hd95,asd,cldice,centerline_recall
851,0.8268287003474925,0.7047808794780426,0.8576089829472692,0.798181324647055,2.209515333237699,0.6816409852358696,0.8848005721072153,0.852242744057703
852,0.7552960267712311,0.6068077575200383,0.8568703200266269,0.6752510674123011,6.884961765823083,1.856041523538043,0.8247880565995183,0.8260869565164572
853,0.8478572305676634,0.7358959783997991,0.9132351644474455,0.7912146676851552,3.2906116452720457,0.8086349788449747,0.8902841251681579,0.8865323435749042
854,0.706458349057755,0.5461427148813915,0.6956801807604334,0.7175757451853542,30.574858618196505,4.143669903940982,0.804063182015552,0.8338068181758963
855,0.7494851892919042,0.5993413135726983,0.8666809134203539,0.6602093023255302,12.735262862069852,2.150266338292026,0.814529779498046,0.7795729948021952
856,0.8084323541829538,0.6784611490761145,0.8322053472747237,0.7859798505798781,9.232405789546467,1.948586970849711,0.8558160517523485,0.9679430097865723
857,0.7728749651867498,0.6298257661285263,0.8016948273690322,0.746055271012653,9.838706356315509,1.5994358193254499,0.8677350945040453,0.8787304594937058
858,0.7335422051006526,0.5792077778311999,0.8682809275745872,0.635003218759497,21.164238693144586,2.341046912136248,0.8445068646208943,0.8127999999934977
859,0.8104924696787613,0.6813680863877167,0.8451068782516572,0.7786020085623352,3.4112227802994153,1.4538380596613596,0.9089081544440039,0.9496073298367173
860,0.7724551944703828,0.6292684315804761,0.8945094309073813,0.679709966629194,9.93735662392885,1.2344880591960796,0.8512323873093043,0.7894421115729489
861,0.6834319526626571,0.5191011235954308,0.9097472924185429,0.5472852912141322,6.701428888478506,1.236701125288367,0.8307336680409592,0.7580452920052676
862,0.732827617378518,0.5783172261555052,0.8586488403928116,0.6391678195801431,15.303301605832074,1.9898085691884553,0.8083899982944036,0.759431383265394
863,0.689533688897554,0.5261742961690294,0.6782956930244443,0.7011503403255283,46.676974513495864,5.823540140128396,0.7711524741856959,0.8096219931215834
864,0.8268771472725382,0.7048512824978931,0.8072216299786912,0.8475137615278832,4.8835795174062175,0.9298746665553644,0.8833125788088374,0.9476940382398893
865,0.7718122823582722,0.6284155681350138,0.7582364341084376,0.7858831310396236,15.747527188833859,2.520148063534402,0.8410407521642135,0.9120580235638074
866,0.7994940705789124,0.6659642830456051,0.9179351968194824,0.7081247715751611,5.7053596497923635,0.9113015101196748,0.8828302647927301,0.7989130434734366
867,0.7177455415171653,0.5597528140915204,0.8030155840075852,0.6488463147405372,13.133419544516926,2.877176550791375,0.7941439634124211,0.8398081534731904
868,0.6909574720835646,0.5278342432337485,0.5983048057931866,0.8175643764756961,59.029065282702845,8.365402823478961,0.7357904144396101,0.9271523178654445
869,0.6615131491045988,0.4942246154021382,0.8562252329705754,0.5389515065561606,5.493489916926585,1.6506179694219076,0.7756186781366483,0.7064862342477533
870,0.6654821046523874,0.4986685506222036,0.6605874448069855,0.6704498404733834,29.760963537949397,4.817654499571576,0.7042904768824351,0.8014256619062992
871,0.780325764867947,0.6397821175450689,0.7817451613634568,0.7789115133611072,21.134916413729208,3.6552544753194014,0.8026539744579607,0.8370273793948043
872,0.8065428224050097,0.675803738539094,0.8066568632994731,0.8064288137508755,14.141388818554846,1.732864154142132,0.8584476809503754,0.9484978540670762
873,0.8468350472777922,0.7343572532955663,0.8879369157842655,0.8093699776289314,4.993709421768802,1.457669036212881,0.8915167551034602,0.9438202247109437
874,0.7552043862481133,0.606689466049678,0.7705859411771581,0.740424872073094,15.703014874709469,2.405234828042617,0.8131947660573423,0.8859470468341554
875,0.7890865014445829,0.6516456397471323,0.851219552309925,0.7354069569170786,2.5798082809777867,0.7558096834249228,0.8740850014527405,0.8191780821872923
876,0.721260857009534,0.5640406497002898,0.8518246451713342,0.6254020840957081,13.458618035075611,2.0190835247186154,0.79791825326826,0.770397111907795
877,0.7446755674352536,0.5932136331592074,0.7264614679868278,0.7638264961143388,44.25834727666683,4.0273987046607695,0.7962567333623235,0.8828016643489404
878,0.7637200705983896,0.6177565876751302,0.8141846615366142,0.719146134006419,6.064445576686124,1.0251821701874853,0.8226523933539291,0.7953177257471886
879,0.8611720765468762,0.7561915710107048,0.8971319695145511,0.8279838590255416,0.75390625,0.9088350111587037,0.960615588461504,0.9759939984923032
