dice,iou,precision,recall,specificity,hd95_mm,asd_mm,cldice,centerline_recall,case_id,cohort,elapsed_seconds
0.8457586472084567,0.7327398599634138,0.8854766169912719,0.8094508078916424,0.9998330109866933,1.1426198576780278,0.4386704528488675,0.9391885936969765,0.954253037884203,3,Unseen_External,14.15
0.7905508463981197,0.6536453757016302,0.8618020252681504,0.7301816418203444,0.9997005408781046,6.2703173647259485,0.918435449381112,0.8797705872513301,0.8168549905838042,4,Unseen_External,14.2
0.8582686718935065,0.7517256037082768,0.89192434704293,0.8270605527470325,0.9998330608453524,1.04296875,0.41158000980156884,0.9529298924671165,0.9242553191489362,5,Unseen_External,10.82
0.7746672948874093,0.6322097595658546,0.8581332598034388,0.7059986388825874,0.9998999970650256,15.975672497755225,2.0137092110075225,0.9019702862972646,0.8295566502463054,6,Unseen_External,15.83
0.7789219028687877,0.6378968754732219,0.8506221971679301,0.7183694061136612,0.9996703733114152,6.187894558127183,0.9469775798893642,0.8891326185637762,0.8273520853540253,7,Unseen_External,12.13
0.7353081182985743,0.5814128555244171,0.708040990079239,0.7647595145193231,0.9995531730340551,30.365862439664227,3.676171918238522,0.7619248359514814,0.8080524344569289,10,Unseen_External,16.43
0.6163325099098064,0.44543397479811503,0.8332276228075852,0.4890335716293522,0.9997956382794374,24.401697493489728,3.790726296097412,0.7253939600539225,0.603030303030303,13,Unseen_External,14.81
0.6900570735684569,0.5267840755843182,0.7216015915351318,0.6611549555324092,0.9996462135332818,14.431994669800096,2.0189731457603717,0.793852935313653,0.8125466766243465,16,Unseen_External,28.16
0.7672316022170249,0.6223647552912803,0.8778703187776767,0.6813593271649198,0.9998843222287441,8.375957942339783,1.242142540199171,0.8677293238371925,0.8071242397914856,21,Unseen_External,15.86
0.632607249142665,0.46263756243115195,0.9288214201361303,0.4796425245043687,0.9999539579573233,50.18405189608988,7.99381448231566,0.7279872691676554,0.5796726959517657,23,Unseen_External,24.66
0.7822840744597099,0.6424191866527633,0.8284319657912784,0.7410062424074765,0.9998228075623049,39.895630605770165,3.9948432631399498,0.8630782820309978,0.8604014598540146,26,Unseen_External,15.08
0.7469064892411358,0.5960500815209032,0.8320293377534632,0.6775845065989635,0.999728159582973,13.62709032874106,1.937218218263601,0.7564407293418339,0.6772700983227299,27,Unseen_External,13.53
0.7741248502595501,0.6314875135722041,0.8839489856604771,0.6885745465027694,0.9998780289037467,7.282153139437671,1.097338520576379,0.8088058702988119,0.7040322580645161,28,Unseen_External,14.83
0.8209079259890731,0.6962203750522927,0.8848345450132341,0.7655959357561454,0.9998615911302529,2.856951243923538,0.5548379079145894,0.9140727236793863,0.8685344827586207,31,Unseen_External,15.04
0.8373851504507467,0.7202601538896578,0.8124396692827465,0.8639110293920759,0.9996895560356774,2.463256905505297,0.5958629758591201,0.8928819203552102,0.9339622641509434,32,Unseen_External,13.33
0.7808251155047193,0.6404537408330624,0.8739142865593359,0.705658514838874,0.9998222861035598,6.16609489506159,1.159265088035397,0.8231297781871374,0.753956834532374,33,Unseen_External,13.43
0.670085183548451,0.5038557171175507,0.8329586927147132,0.5604892846824493,0.9996318240722788,10.522567130772096,2.086088498797161,0.7268699416269697,0.6096551724137931,35,Unseen_External,13.34
0.8183655340883855,0.6925708056907666,0.9336694621095036,0.7284101915360439,0.9999272660777182,8.902586620119685,1.4120422796891703,0.8987665348384861,0.8182586644125106,38,Unseen_External,23.47
0.7532345917937353,0.6041510189775174,0.8407486638468668,0.6822216944859094,0.9995754002503827,11.387453911998959,1.459149090578805,0.868462846084619,0.8263214670981661,44,Unseen_External,10.01
0.5483418203870597,0.37773480567805956,0.7892856500062994,0.4200989572606178,0.9996085901155188,24.92672244146003,4.232635049144032,0.722789685256624,0.6328522920203735,48,Unseen_External,12.1
0.7306165705201908,0.5755680699405348,0.8773802377236163,0.6259164725229547,0.9998580992654341,10.03192362497755,1.7810902717661996,0.8255606485642727,0.7051122194513716,54,Unseen_External,14.61
