case_id,model,dice,iou,precision,recall,hd95,resize_applied,gpu_used,source
135.0,V-Net,0.0151791704843039,0.0076476275634449,0.0677398583386992,0.008547216873441,289.9413733843448,False,False,
136.0,V-Net,0.0133084964354119,0.0066988238543998,0.0266923500275178,0.0088639894278825,236.4487259428564,False,False,
137.0,V-Net,0.0090204429912298,0.0045306557565975,0.0104906768070983,0.0079116511326616,331.00151057057127,False,False,
138.0,V-Net,0.0128629593450944,0.0064731113566556,0.0455296493482651,0.0074894302395812,222.46348014898985,False,False,
1.0,3D U-Net,0.0051718396134674,0.0025926241651177,0.002594418823719,0.7893784046173096,,False,True,
10.0,3D U-Net,0.0043087913654744,0.0021590469405055,0.0021609121467918,0.7144271731376648,,False,True,
11.0,3D U-Net,0.0032913533505052,0.0016483892686665,0.0016490507405251,0.8043019771575928,,False,True,
12.0,3D U-Net,0.0048349052667617,0.0024233106523752,0.0024251935537904,0.7573550343513489,,False,True,
13.0,3D U-Net,0.0063780643977224,0.0031992346048355,0.0032018814235925,0.7946577072143555,,False,True,
100.0,3D U-Net,0.0084788231179118,0.0042574610561132,0.004261506255716,0.8176841139793396,,False,True,
101.0,3D U-Net,0.0063428170979022,0.0031814984977245,0.0031835916452109,0.8287153244018555,,False,True,
102.0,3D U-Net,0.0040232054889202,0.0020156574901193,0.0020167583134025,0.7869136333465576,,False,True,
103.0,3D U-Net,0.0066520720720291,0.0033371355384588,0.0033392030745744,0.8435003757476807,,False,True,
104.0,3D U-Net,0.0036965776234865,0.0018517113057896,0.001852830639109,0.754024863243103,,False,True,
105.0,3D U-Net,0.0053524430841207,0.0026834032032638,0.0026855117175728,0.7736147046089172,,False,True,
106.0,3D U-Net,0.0100635774433612,0.0050572357140481,0.0050646169111132,0.7762885689735413,,False,True,
107.0,3D U-Net,0.0051969550549983,0.0026052470784634,0.0026068065781146,0.8132396340370178,,False,True,
108.0,3D U-Net,0.0043942723423242,0.0022019741591066,0.0022033229470252,0.7824838161468506,,False,True,
109.0,3D U-Net,0.0043396931141614,0.0021745653357356,0.0021754496265202,0.8424732685089111,,False,True,
110.0,3D U-Net,0.0060782711952924,0.0030484001617878,0.003050465369597,0.8182701468467712,,False,True,
111.0,3D U-Net,0.0057363794185221,0.0028764398302882,0.0028783255256712,0.8145054578781128,,False,True,
112.0,3D U-Net,0.0063712685368955,0.0031958147883415,0.0031977454200387,0.8411161303520203,,False,True,
113.0,3D U-Net,0.0065018329769372,0.00326151936315,0.0032649559434503,0.7560108304023743,,False,True,
114.0,3D U-Net,0.0039435536600649,0.0019756723195314,0.0019769796635955,0.7492355704307556,,False,True,
115.0,3D U-Net,0.0059371320530772,0.0029774047434329,0.0029794424772262,0.8132012486457825,,False,True,
116.0,3D U-Net,0.0071431845426559,0.0035843944642692,0.003587843151763,0.7885324358940125,,False,True,
117.0,3D U-Net,0.0081212986260652,0.0040772054344415,0.0040828334167599,0.7473235130310059,,False,True,
118.0,3D U-Net,0.0064395880326628,0.0032301945611834,0.0032340157777071,0.7321832180023193,,False,True,
119.0,3D U-Net,0.0060380673967301,0.0030281760264188,0.0030310156289488,0.7637090086936951,,False,True,
120.0,3D U-Net,0.0035946231801062,0.0018005478195846,0.0018013520166277,0.8012984395027161,,False,True,
121.0,3D U-Net,0.0037935290019959,0.001900369185023,0.0019011069089174,0.8303974866867065,,False,True,
122.0,3D U-Net,0.0043761464767158,0.0021928711794316,0.0021941531449556,0.7896167635917664,,False,True,
123.0,3D U-Net,0.0037679062224924,0.0018875090172514,0.0018886829493567,0.7522762417793274,,False,True,
124.0,3D U-Net,0.0047824997454881,0.0023969816975295,0.0023979500401765,0.8558297753334045,,False,True,
125.0,3D U-Net,0.0066842027008533,0.0033533086534589,0.0033574604894965,0.7305722832679749,,False,True,
126.0,3D U-Net,0.0066246562637388,0.0033233361318707,0.0033270246349275,0.7498473525047302,,False,True,
127.0,3D U-Net,0.0035567379090934,0.0017815371975302,0.0017822692170739,0.8126367926597595,,False,True,
128.0,3D U-Net,0.0045079761184751,0.0022590798325836,0.0022601855453103,0.8220219016075134,,False,True,
129.0,3D U-Net,0.0056081027723848,0.0028119361959397,0.0028146207332611,0.7467178702354431,,False,True,
