epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,learning_rate,epoch_time
17,0.09728798781370007,0.10704038292169571,0.8141138794463735,0.7941361454625925,0.6876110994192057,0.6597269429928726,0.0001,39.39674615859985
18,0.09529968732318213,0.10748022049665451,0.8179921992989474,0.7931868481553264,0.6930772430848243,0.6585111994710233,0.0001,37.01025986671448
19,0.09373411129033843,0.10878743045032024,0.8210512044471364,0.7905326202097865,0.6974101095178793,0.6546658273372385,0.0001,37.059667110443115
20,0.09214604290765385,0.10820120883484681,0.8240546442048494,0.7914291396737099,0.7016708713111489,0.6561329048126936,0.0001,36.91938042640686
21,0.09054178034150323,0.10768815999229749,0.8270375760662001,0.7926087458100585,0.705940960451614,0.6576477705190579,0.0001,37.081475019454956
22,0.08932899718367776,0.10818994666139285,0.8294530030080053,0.7915135295026832,0.7094257305874381,0.6561595050411092,0.0001,37.02569031715393
23,0.08788117584447529,0.1080365212013324,0.8321023414474588,0.7916431884384818,0.7132669340732486,0.6562545022202863,0.0001,37.11911869049072
24,0.08726231329316317,0.10808198029796283,0.8334624471879283,0.7917315498408345,0.7152377632988054,0.6564847121222152,0.0001,37.04829454421997
25,0.08625338633739671,0.10775481102367242,0.8354503350375697,0.7918898837847842,0.7181217159296192,0.6566144563257694,0.0001,36.99267888069153
26,0.08491347175697948,0.10894138117631276,0.8378537096256433,0.7895480590975947,0.7216627580481906,0.6535633148418533,0.0001,37.17007064819336
27,0.08409688448490099,0.10791588512559731,0.8392543581336044,0.7919869493279191,0.7237174457242322,0.6568329754388994,0.0001,37.0794358253479
28,0.08311166856871095,0.10922166146337986,0.8413140432432641,0.789135078382161,0.7267514687291411,0.6528878700402048,5e-05,37.206608057022095
29,0.0814675011260565,0.10897560914357503,0.8445657108758771,0.7893060344374843,0.7315793819725513,0.6531192076702913,5e-05,36.6301212310791
30,0.07991996771374414,0.10849808280666669,0.8476237941446693,0.7905498738918039,0.736146098479282,0.6548006128933694,5e-05,37.44356417655945
31,0.07907222323985987,0.109130023047328,0.849188789378765,0.7892950870510606,0.738480418140805,0.6531184564034144,5e-05,37.5355486869812
32,0.07877883271769036,0.10922989745934804,0.8500097583719465,0.7889402485969993,0.7397120617503343,0.652604072044293,5e-05,37.34875416755676
33,0.07808218887725542,0.10923233876625697,0.851139118678348,0.7890180295540227,0.741406729661448,0.652680494926042,5e-05,37.4840874671936
34,0.07754938624972521,0.10958475557466348,0.8522313683358735,0.7882371464123329,0.7430616062740947,0.6516229466845592,5e-05,37.36584234237671
35,0.07703590869557025,0.10983346464733283,0.8532876855758733,0.7879165468944443,0.7446583042484384,0.651191354625755,5e-05,37.52166724205017
36,0.0766067873946456,0.10964033318062623,0.8540994803919348,0.7883897254036533,0.7458892812042736,0.6518326861162981,5e-05,37.266263484954834
37,0.07629058510065079,0.1099075557043155,0.8546784155417321,0.7877040072861644,0.7467681309858034,0.6508944574743509,5e-05,37.50602602958679
38,0.0759598245454389,0.109855596596996,0.8553645285929359,0.7877163853910235,0.7477968734537446,0.6508665471855137,5e-05,37.69467735290527
39,0.07554883995028429,0.10980713367462158,0.8560618883821853,0.7877509387003051,0.7488576491731543,0.6509436981545554,2.5e-05,37.45218873023987
40,0.07472080165563627,0.10972010965148608,0.8577644818917264,0.7881549514002271,0.751451792152122,0.651491944781608,2.5e-05,37.46350717544556
41,0.07400900584667228,0.11000172980129719,0.8592999405985655,0.787454319289989,0.7537860947466174,0.6505102175805304,2.5e-05,37.44175696372986
42,0.07362207259203113,0.11003948251406352,0.8600642849193063,0.7872893437743187,0.7549509687652421,0.650319324599372,2.5e-05,37.59632134437561
43,0.07330780926831933,0.11025274420777957,0.860657429799091,0.786889988515112,0.7558682011656983,0.649833553367191,2.5e-05,37.67932152748108
44,0.07312894707848859,0.11041082131365935,0.8610969210953213,0.7867846996006039,0.7565378396836824,0.6496659713900751,2.5e-05,37.52376437187195
45,0.0728120046646096,0.11041860965391,0.8616184498681578,0.7866405308660535,0.7573362526505493,0.6494535677548912,2.5e-05,36.65275740623474
46,0.07259553003796311,0.11079768401881059,0.8620502195039461,0.7857762198481294,0.7580034877498483,0.6483093328360054,2.5e-05,35.28831243515015
47,0.0723343942920829,0.11076646236081918,0.8625942228665185,0.7859799777054124,0.7588363732536172,0.648544830787513,2.5e-05,35.087970495224
48,0.07210107953395954,0.11079324595630169,0.8630213747017605,0.7857700739469794,0.7594906077828518,0.6483137206070954,2.5e-05,35.131056785583496
49,0.0720718840007172,0.11102164474626382,0.8630829599014548,0.7854483371807469,0.759588458337063,0.6478514797571633,2.5e-05,35.192487716674805
50,0.07190011944188628,0.11166066179672877,0.8635166102024012,0.7840776799453629,0.7602465098160643,0.6460124179720879,1.25e-05,35.05018353462219
51,0.07151650247532268,0.1110891941934824,0.8643479009353837,0.7853401384005944,0.7615379838402881,0.6476989696837133,1.25e-05,35.065573930740356
52,0.07091515493947406,0.11154039079944293,0.8653821381198805,0.7844719835039643,0.7631372168313625,0.6465308676577276,1.25e-05,35.09214782714844
53,0.07075858332736548,0.111366697276632,0.8659448022412699,0.784815497075518,0.7640012442892374,0.6469809234970146,1.25e-05,34.92125129699707
54,0.0706005129356717,0.11174186505377293,0.8660972394742245,0.7840178410212199,0.7642401811168638,0.6459350960536135,1.25e-05,34.875909090042114
55,0.07054615246002065,0.1117108091711998,0.8662606969822285,0.7840449874185853,0.7644939988331739,0.6459554897414314,1.25e-05,35.05973219871521
56,0.0703018911529419,0.11158452803889911,0.8667161527068116,0.784190254078971,0.7651980801723725,0.6461703860097462,1.25e-05,34.93035411834717
57,0.07024662707780682,0.11170949352284272,0.8668327426841093,0.7838876564055681,0.7653830039293267,0.6457569659170177,1.25e-05,35.0025520324707
58,0.07009288408728533,0.1118642520159483,0.8672194679289363,0.7836940007077323,0.7659796823769115,0.6454677184422811,1.25e-05,35.109081983566284
59,0.06996527045618656,0.11189501111706097,0.8673012177784776,0.7836117963824006,0.7661085306385229,0.6453455715543693,1.25e-05,35.07617115974426
60,0.06984788946114308,0.11184814758598804,0.8676283724259498,0.7839009494831165,0.7666137537290884,0.6457473176221052,1.25e-05,35.17284965515137
61,0.06970512009290762,0.11204968144496281,0.8680036574775396,0.7834888678044081,0.7671930160979892,0.6451924242493179,6.25e-06,35.085456132888794
62,0.06951015200032744,0.11222357737521331,0.8683873859429082,0.7829745974805621,0.7677937463618988,0.6444994010445144,6.25e-06,35.06922149658203
63,0.0693646513878606,0.11215716041624546,0.8685359383911587,0.7832440733909607,0.7680257753750612,0.6448674514475796,6.25e-06,35.070152282714844
64,0.06933712058289107,0.11218325545390447,0.8687126892077368,0.7830690159979793,0.768295370302228,0.6446554847061634,6.25e-06,35.008615493774414
65,0.06911335478341857,0.11219985162218411,0.8690631030950435,0.7831789969156185,0.7688460026889347,0.6447695839322275,6.25e-06,34.98500418663025
66,0.06910309611364852,0.1123389011869828,0.8690512491346791,0.7828230971677436,0.7688249711726987,0.6443051397800446,6.25e-06,34.808608293533325
67,0.0689788008498591,0.1125901887814204,0.8694594053681507,0.7822382741918167,0.7694579902603182,0.6435379698458645,6.25e-06,34.96121382713318
68,0.06901077345706695,0.11246340163052082,0.8694357256903205,0.7825848369134797,0.7694266935767129,0.643973428549038,6.25e-06,34.93806076049805
69,0.06886471790629764,0.11266434751451015,0.8696595302154851,0.7822390616767936,0.7697699220721111,0.6435286129514376,6.25e-06,35.094327449798584
