Model,EvidenceLevel,N_Cases,Dice_Mean,Dice_Std,Dice_Min,Dice_Max,Dice_Median,Dice_Q25,Dice_Q75,IoU_Mean,IoU_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,HD95_Mean,HD95_Std
SegResNet,FullMetrics,45,0.800488899813758,0.050751303197355054,0.6983473896980286,0.8947435021400452,0.8116980195045471,0.7676451802253723,0.8384159207344055,0.6702441559897528,0.07012987046195807,0.8267262511783176,0.05334861904123587,0.7814439376195271,0.08000363254692709,9.9090597126219,6.638702418043979
3D U-Net,QualitativeOnly,300,,,,,,,,,,,,,,,
nnU-Net,LogsOnly,0,,,,,,,,,,,,,,,
V-Net,LogsOnly,0,,,,,,,,,,,,,,,
