Original_ID,Dice,IoU,Precision,Recall,HD95,Model,Case_ID
969.0,0.0404992289841175,0.0206681359559297,0.0364039801061153,0.0456326492130756,,3D U-Net,969
970.0,0.029335243627429,0.0148859629407525,0.0290650520473718,0.0296105053275823,,3D U-Net,970
971.0,0.0193954110145568,0.0097926724702119,0.0158197991549968,0.025059362873435,,3D U-Net,971
972.0,0.0315942279994487,0.0160506684333086,0.0251220911741256,0.0425584502518177,,3D U-Net,972
973.0,0.0394053235650062,0.0200986601412296,0.0326381027698516,0.0497128404676914,,3D U-Net,973
974.0,0.0490703247487545,0.0251522772014141,0.0451059602200984,0.0537986941635608,,3D U-Net,974
975.0,0.0337739773094654,0.0171770583838224,0.0311179552227258,0.0369257144629955,,3D U-Net,975
976.0,0.038459226489067,0.0196066405624151,0.0391794554889202,0.0377649962902069,,3D U-Net,976
977.0,0.0483683049678802,0.0247835200279951,0.048480849713087,0.0482562780380249,,3D U-Net,977
978.0,0.0166487917304039,0.0083942739292979,0.0133222853764891,0.0221893638372421,,3D U-Net,978
979.0,0.0341233760118484,0.0173578411340713,0.0302179399877786,0.0391881391406059,,3D U-Net,979
980.0,0.0311805997043848,0.0158372074365615,0.0283792242407798,0.0345956087112426,,3D U-Net,980
981.0,0.0313330851495265,0.0159158892929554,0.0219496451318264,0.0547301433980464,,3D U-Net,981
982.0,0.0217721629887819,0.0110058924183249,0.01956582441926,0.0245393402874469,,3D U-Net,982
983.0,0.0294292960315942,0.0149344028905034,0.0302779767662286,0.0286268964409828,,3D U-Net,983
984.0,0.0225380901247262,0.0113974837586283,0.0203419458121061,0.0252658240497112,,3D U-Net,984
985.0,0.0392694845795631,0.0200279876589775,0.0364377349615097,0.0425784587860107,,3D U-Net,985
986.0,0.040273081511259,0.0205503553152084,0.0416736863553524,0.0389635637402534,,3D U-Net,986
987.0,0.0137806199491024,0.0069381156936287,0.0137953842058777,0.0137658873572945,,3D U-Net,987
988.0,0.0272757485508918,0.0138264372944831,0.0198001973330974,0.0438199378550052,,3D U-Net,988
989.0,0.0162758659571409,0.0082047022879123,0.015056325122714,0.0177103821188211,,3D U-Net,989
990.0,0.012854304164648,0.0064687277190387,0.0102539090439677,0.0172217451035976,,3D U-Net,990
991.0,0.0224987417459487,0.0113773588091135,0.0234404541552066,0.0216297730803489,,3D U-Net,991
992.0,0.026775499805808,0.0135694136843085,0.0261084530502557,0.0274775251746177,,3D U-Net,992
993.0,0.0352752655744552,0.0179543029516935,0.0321234166622161,0.0391128994524478,,3D U-Net,993
994.0,0.0330305397510528,0.0167926046997308,0.029338551685214,0.0377855002880096,,3D U-Net,994
995.0,0.0335913561284542,0.017082592472434,0.026920735836029,0.0446567386388778,,3D U-Net,995
996.0,0.0295974053442478,0.0150209944695234,0.0274844039231538,0.0320623628795146,,3D U-Net,996
997.0,0.0476243235170841,0.0243930127471685,0.0546456202864646,0.0422018952667713,,3D U-Net,997
998.0,0.0613221116364002,0.0316308923065662,0.0665010809898376,0.0568915158510208,,3D U-Net,998
999.0,0.0321022383868694,0.0163129605352878,0.0303433053195476,0.0340776406228542,,3D U-Net,999
1000.0,0.0137207154184579,0.006907747592777,0.0134236263111233,0.0140312537550926,,3D U-Net,1000
,0.0049727387358584,0.0024925668096923,0.0069248652124449,0.0038791909116098,338.62811460361644,V-Net,1
,0.0107680405562642,0.0054131648675478,0.0150209696948426,0.0083919923138761,265.7385933582098,V-Net,10
,0.0011225374335051,0.0005615839162366,0.0039466760217505,0.000654321795459,268.5330519693991,V-Net,100
,0.0099017421265952,0.0049755041427834,0.0173142401777305,0.0069334313232506,301.46475747589466,V-Net,1000
,0.0213099689460658,0.0107697358411995,0.0565815489461949,0.0131269458623281,290.7232360854564,V-Net,101
,0.0034929437569835,0.0017495273788595,0.0059582639143817,0.0024706681342357,317.47283348343365,V-Net,102
,0.0190939101872879,0.009638977983602,0.0510443922125149,0.0117433401691612,248.87948890979345,V-Net,103
